symbol,name,raw_name,market,sector,theme,enabled,resolved,note
HAR.JO,Harmony Gold Mining,Harmony Gold Mining,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
AMS.JO,Anglo American Platinum,Anglo American Platinum,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
IMP.JO,Impala Platinum Holdings,Impala Platinum Holdings,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
SSW.JO,Sibanye Stillwater,Sibanye Stillwater,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
KIO.JO,Kumba Iron Ore,Kumba Iron Ore,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
AGL.JO,Anglo American,Anglo American,ZA,Metals & Mining,Copper,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
BHP.JO,BHP Group,BHP Group,ZA,Resources,Resources,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
APN.JO,Aspen Pharmacare Holdings,Aspen Pharmacare Holdings,ZA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
CLS.JO,Clicks Group,Clicks Group,ZA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
SHP.JO,Shoprite Holdings,Shoprite Holdings,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
WHL.JO,Woolworths Holdings,Woolworths Holdings,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
MRP.JO,Mr Price Group,Mr Price Group,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
BID.JO,Bid Corporation,Bid Corporation,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
BVT.JO,The Bidvest Group,The Bidvest Group,ZA,Industrial,Industrial,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
PPC.JO,PPC,PPC,ZA,Construction,Construction,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
MUR.JO,Murray & Roberts Holdings,Murray & Roberts Holdings,ZA,Construction,Construction,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
REM.JO,Remgro,Remgro,ZA,Financial,Bank,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
BTI.JO,British American Tobacco,British American Tobacco,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
CFR.JO,Compagnie Financiere Richemont,Compagnie Financiere Richemont,ZA,Consumer,Consumer,false,unresolved,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live;country_market=ZA;research_only;current_toss_live_support=KR_US_only
DANGCEM,Dangote Cement,Dangote Cement,NG,Construction,Construction,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
BUACEMENT,BUA Cement,BUA Cement,NG,Construction,Construction,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
WAPCO,Lafarge Africa,Lafarge Africa,NG,Construction,Construction,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
JBERGER,Julius Berger Nigeria,Julius Berger Nigeria,NG,Construction,Construction,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
MTNN,MTN Nigeria Communications,MTN Nigeria Communications,NG,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
AIRTELAFRI,Airtel Africa,Airtel Africa,NG,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
SEPLAT,Seplat Energy,Seplat Energy,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
GEREGU,Geregu Power,Geregu Power,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
TRANSPOWER,Transcorp Power,Transcorp Power,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
OANDO,Oando,Oando,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
TOTAL,TotalEnergies Marketing Nigeria,TotalEnergies Marketing Nigeria,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
CONOIL,Conoil,Conoil,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
ARADEL,Aradel Holdings,Aradel Holdings,NG,Energy,Energy,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
ACCESSCORP,Access Holdings,Access Holdings,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
ZENITHBANK,Zenith Bank,Zenith Bank,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
GTCO,Guaranty Trust Holding Company,Guaranty Trust Holding Company,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
UBA,United Bank for Africa,United Bank for Africa,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
FIRSTHOLDCO,First HoldCo,First HoldCo,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
STANBIC,Stanbic IBTC Holdings,Stanbic IBTC Holdings,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
FIDELITYBK,Fidelity Bank Nigeria,Fidelity Bank Nigeria,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
FCMB,FCMB Group,FCMB Group,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
WEMABANK,Wema Bank,Wema Bank,NG,Financial,Bank,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
NESTLE,Nestle Nigeria,Nestle Nigeria,NG,Consumer,Consumer,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
NB,Nigerian Breweries,Nigerian Breweries,NG,Consumer,Consumer,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
BUAFOODS,BUA Foods,BUA Foods,NG,Consumer,Consumer,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
FLOURMILL,Flour Mills of Nigeria,Flour Mills of Nigeria,NG,Consumer,Consumer,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
PRESCO,Presco,Presco,NG,Resources,Resources,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
OKOMUOIL,Okomu Oil Palm Company,Okomu Oil Palm Company,NG,Resources,Resources,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
VITAFOAM,Vitafoam Nigeria,Vitafoam Nigeria,NG,Consumer,Consumer,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
MAYBAKER,May & Baker Nigeria,May & Baker Nigeria,NG,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live;country_market=NG;research_only;current_toss_live_support=KR_US_only
QNBK.QA,Qatar National Bank,Qatar National Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QIBK.QA,Qatar Islamic Bank,Qatar Islamic Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
MARK.QA,Masraf Al Rayan,Masraf Al Rayan,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
CBQK.QA,Commercial Bank of Qatar,Commercial Bank of Qatar,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
DHBK.QA,Doha Bank,Doha Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
ABQK.QA,Ahli Bank,Ahli Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QIIK.QA,Qatar International Islamic Bank,Qatar International Islamic Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
DUBK.QA,Dukhan Bank,Dukhan Bank,QA,Financial,Bank,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
IQCD.QA,Industries Qatar,Industries Qatar,QA,Resources,Resources,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QGTS.QA,Qatar Gas Transport Company,Qatar Gas Transport Company,QA,Energy,Energy,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QFLS.QA,Qatar Fuel,Qatar Fuel,QA,Energy,Energy,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QEWS.QA,Qatar Electricity and Water Company,Qatar Electricity and Water Company,QA,Energy,Energy,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
MPHC.QA,Mesaieed Petrochemical Holding,Mesaieed Petrochemical Holding,QA,Resources,Resources,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
GISS.QA,Gulf International Services,Gulf International Services,QA,Energy,Energy,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QNNS.QA,Qatar Navigation,Qatar Navigation,QA,Transportation,Logistics,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
ORDS.QA,Ooredoo,Ooredoo,QA,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
VFQS.QA,Vodafone Qatar,Vodafone Qatar,QA,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QATI.QA,Qatar Insurance Company,Qatar Insurance Company,QA,Insurance,Insurance,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
DOHI.QA,Doha Insurance Group,Doha Insurance Group,QA,Insurance,Insurance,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QLMI.QA,QLM Life and Medical Insurance,QLM Life and Medical Insurance,QA,Insurance,Insurance,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
BRES.QA,Barwa Real Estate,Barwa Real Estate,QA,Construction,Construction,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
UDCD.QA,United Development Company,United Development Company,QA,Construction,Construction,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
ERES.QA,Ezdan Holding Group,Ezdan Holding Group,QA,Real Estate,Real Estate,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
MRDS.QA,Mazaya Real Estate Development,Mazaya Real Estate Development,QA,Construction,Construction,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QGMD.QA,Qatar German Medical Devices,Qatar German Medical Devices,QA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
MCGS.QA,Medicare Group,Medicare Group,QA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
BLDN.QA,Baladna,Baladna,QA,Consumer,Consumer,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
WDAM.QA,Widam Food,Widam Food,QA,Consumer,Consumer,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
QAMC.QA,Qatar Aluminium Manufacturing,Qatar Aluminium Manufacturing,QA,Resources,Resources,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
IGRD.QA,Estithmar Holding,Estithmar Holding,QA,Construction,Construction,false,unresolved,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live;country_market=QA;research_only;current_toss_live_support=KR_US_only
EWJ,iShares MSCI Japan ETF,iShares MSCI Japan ETF,US,Country ETF,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
DXJ,WisdomTree Japan Hedged Equity Fund,WisdomTree Japan Hedged Equity Fund,US,Country ETF,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
FLJP,Franklin FTSE Japan ETF,Franklin FTSE Japan ETF,US,Country ETF,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
INDA,iShares MSCI India ETF,iShares MSCI India ETF,US,Country ETF,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
INDY,iShares India 50 ETF,iShares India 50 ETF,US,Country ETF,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
EPI,WisdomTree India Earnings Fund,WisdomTree India Earnings Fund,US,Country ETF,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
VNM,VanEck Vietnam ETF,VanEck Vietnam ETF,US,Country ETF,Country: Vietnam,true,toss_verified,toss_verified_2026-07-16;country_exposure=Vietnam
EWT,iShares MSCI Taiwan ETF,iShares MSCI Taiwan ETF,US,Country ETF,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
FLTW,Franklin FTSE Taiwan ETF,Franklin FTSE Taiwan ETF,US,Country ETF,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
EWQ,iShares MSCI France ETF,iShares MSCI France ETF,US,Country ETF,Country: France,true,toss_verified,toss_verified_2026-07-16;country_exposure=France
EWG,iShares MSCI Germany ETF,iShares MSCI Germany ETF,US,Country ETF,Country: Germany,true,toss_verified,toss_verified_2026-07-16;country_exposure=Germany
FGM,First Trust Germany AlphaDEX Fund,First Trust Germany AlphaDEX Fund,US,Country ETF,Country: Germany,true,toss_verified,toss_verified_2026-07-16;country_exposure=Germany
EWU,iShares MSCI United Kingdom ETF,iShares MSCI United Kingdom ETF,US,Country ETF,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
EWUS,iShares MSCI United Kingdom Small-Cap ETF,iShares MSCI United Kingdom Small-Cap ETF,US,Country ETF,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
MCHI,iShares MSCI China ETF,iShares MSCI China ETF,US,Country ETF,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
FXI,iShares China Large-Cap ETF,iShares China Large-Cap ETF,US,Country ETF,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
KWEB,KraneShares CSI China Internet ETF,KraneShares CSI China Internet ETF,US,Country ETF,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Xtrackers Harvest CSI 300 China A-Shares ETF,US,Country ETF,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
CQQQ,Invesco China Technology ETF,Invesco China Technology ETF,US,Country ETF,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
EWS,iShares MSCI Singapore ETF,iShares MSCI Singapore ETF,US,Country ETF,Country: Singapore,true,toss_verified,toss_verified_2026-07-16;country_exposure=Singapore
EWA,iShares MSCI Australia ETF,iShares MSCI Australia ETF,US,Country ETF,Country: Australia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Australia
FLAX,Franklin FTSE Australia ETF,Franklin FTSE Australia ETF,US,Country ETF,Country: Australia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Australia
EWZ,iShares MSCI Brazil ETF,iShares MSCI Brazil ETF,US,Country ETF,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
FLBR,Franklin FTSE Brazil ETF,Franklin FTSE Brazil ETF,US,Country ETF,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
KSA,iShares MSCI Saudi Arabia ETF,iShares MSCI Saudi Arabia ETF,US,Country ETF,Country: Saudi Arabia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Saudi_Arabia
EIDO,iShares MSCI Indonesia ETF,iShares MSCI Indonesia ETF,US,Country ETF,Country: Indonesia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Indonesia
EWI,iShares MSCI Italy ETF,iShares MSCI Italy ETF,US,Country ETF,Country: Italy,true,toss_verified,toss_verified_2026-07-16;country_exposure=Italy
EWL,iShares MSCI Switzerland ETF,iShares MSCI Switzerland ETF,US,Country ETF,Country: Switzerland,true,toss_verified,toss_verified_2026-07-16;country_exposure=Switzerland
EWC,iShares MSCI Canada ETF,iShares MSCI Canada ETF,US,Country ETF,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
FLCA,Franklin FTSE Canada ETF,Franklin FTSE Canada ETF,US,Country ETF,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
EZA,iShares MSCI South Africa ETF,iShares MSCI South Africa ETF,US,Country ETF,Country: South Africa,true,toss_verified,toss_verified_2026-07-16;country_exposure=South_Africa
AFK,VanEck Africa Index ETF,VanEck Africa Index ETF,US,Country ETF,Country: Nigeria,true,toss_verified,toss_verified_2026-07-16;country_proxy=Africa_including_Nigeria
QAT,iShares MSCI Qatar ETF,iShares MSCI Qatar ETF,US,Country ETF,Country: Qatar,true,toss_verified,toss_verified_2026-07-16;country_exposure=Qatar
IBB,iShares Biotechnology ETF,iShares Biotechnology ETF,US,Thematic ETF,Biotech,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Biotech
XBI,SPDR S&P Biotech ETF,SPDR S&P Biotech ETF,US,Thematic ETF,Biotech,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Biotech
AIQ,Global X Artificial Intelligence & Technology ETF,Global X Artificial Intelligence & Technology ETF,US,Thematic ETF,AI,true,toss_verified,toss_verified_2026-07-16;theme_exposure=AI
THNQ,ROBO Global Artificial Intelligence ETF,ROBO Global Artificial Intelligence ETF,US,Thematic ETF,AI,true,toss_verified,toss_verified_2026-07-16;theme_exposure=AI
SMH,VanEck Semiconductor ETF,VanEck Semiconductor ETF,US,Thematic ETF,AI Semiconductor,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Semiconductor
SOXX,iShares Semiconductor ETF,iShares Semiconductor ETF,US,Thematic ETF,AI Semiconductor,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Semiconductor
DRIV,Global X Autonomous & Electric Vehicles ETF,Global X Autonomous & Electric Vehicles ETF,US,Thematic ETF,Autonomous,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Autonomous_Driving
IDRV,iShares Self-Driving EV and Tech ETF,iShares Self-Driving EV and Tech ETF,US,Thematic ETF,Autonomous,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Autonomous_Driving
BOTZ,Global X Robotics & Artificial Intelligence ETF,Global X Robotics & Artificial Intelligence ETF,US,Thematic ETF,Robotics,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Robotics
ROBO,ROBO Global Robotics and Automation ETF,ROBO Global Robotics and Automation ETF,US,Thematic ETF,Robotics,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Robotics
QTUM,Defiance Quantum ETF,Defiance Quantum ETF,US,Thematic ETF,Quantum Computing,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Quantum_Computing
ITA,iShares U.S. Aerospace & Defense ETF,iShares U.S. Aerospace & Defense ETF,US,Thematic ETF,Space/Defense,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Defense
XAR,SPDR S&P Aerospace & Defense ETF,SPDR S&P Aerospace & Defense ETF,US,Thematic ETF,Space/Defense,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Aerospace_Defense
XLE,Energy Select Sector SPDR Fund,Energy Select Sector SPDR Fund,US,Thematic ETF,Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Energy
IXC,iShares Global Energy ETF,iShares Global Energy ETF,US,Thematic ETF,Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Energy
TLT,iShares 20+ Year Treasury Bond ETF,iShares 20+ Year Treasury Bond ETF,US,Thematic ETF,Bond,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Bond
BND,Vanguard Total Bond Market ETF,Vanguard Total Bond Market ETF,US,Thematic ETF,Bond,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Bond
LIT,Global X Lithium & Battery Tech ETF,Global X Lithium & Battery Tech ETF,US,Thematic ETF,Battery,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Battery
BATT,Amplify Lithium & Battery Technology ETF,Amplify Lithium & Battery Technology ETF,US,Thematic ETF,Battery,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Battery
UFO,Procure Space ETF,Procure Space ETF,US,Thematic ETF,Space/Defense,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Space
ARKX,ARK Space Exploration & Innovation ETF,ARK Space Exploration & Innovation ETF,US,Thematic ETF,Space/Defense,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Space
ICLN,iShares Global Clean Energy ETF,iShares Global Clean Energy ETF,US,Thematic ETF,Renewable Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Clean_Energy
TAN,Invesco Solar ETF,Invesco Solar ETF,US,Thematic ETF,Renewable Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Solar
XLV,Health Care Select Sector SPDR Fund,Health Care Select Sector SPDR Fund,US,Thematic ETF,Healthcare,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Healthcare
IHI,iShares U.S. Medical Devices ETF,iShares U.S. Medical Devices ETF,US,Thematic ETF,Healthcare,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Medical_Devices
ITB,iShares U.S. Home Construction ETF,iShares U.S. Home Construction ETF,US,Thematic ETF,Construction,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Construction
XHB,SPDR S&P Homebuilders ETF,SPDR S&P Homebuilders ETF,US,Thematic ETF,Construction,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Construction
CPER,United States Copper Index Fund,United States Copper Index Fund,US,Thematic ETF,Copper,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Copper
COPX,Global X Copper Miners ETF,Global X Copper Miners ETF,US,Thematic ETF,Copper,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Copper
PICK,iShares MSCI Global Metals & Mining Producers ETF,iShares MSCI Global Metals & Mining Producers ETF,US,Thematic ETF,Resources,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Resources
XME,SPDR S&P Metals & Mining ETF,SPDR S&P Metals & Mining ETF,US,Thematic ETF,Resources,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Resources
ACES,ALPS Clean Energy ETF,ALPS Clean Energy ETF,US,Thematic ETF,Renewable Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Clean_Energy
PBW,Invesco WilderHill Clean Energy ETF,Invesco WilderHill Clean Energy ETF,US,Thematic ETF,Renewable Energy,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Clean_Energy
XLF,Financial Select Sector SPDR Fund,Financial Select Sector SPDR Fund,US,Thematic ETF,Bank,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Bank
